[2026-04-13T15:58:17+0800] Watcher started. deadline=disabled. DRY_RUN=0. TRAIN_GPU=<cpu-only>
[2026-04-13T23:58:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:59:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:00:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:01:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:02:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:03:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:04:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:05:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:06:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:07:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:08:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:09:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:10:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:11:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:12:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:13:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:14:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:15:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:16:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:17:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:18:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:19:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:20:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:21:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:22:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:23:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:24:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:25:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:26:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:27:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:28:52+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:29:52+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:30:52+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:31:53+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:32:53+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:33:53+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:34:54+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:35:54+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:36:54+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:37:55+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:38:55+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:39:55+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:40:56+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:41:56+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:42:56+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:43:57+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:44:57+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:45:57+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:46:57+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:47:58+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:48:58+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:49:58+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:50:59+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:51:59+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:52:59+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:54:00+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:55:00+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:56:00+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:57:01+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:58:01+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T00:59:01+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:00:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:01:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:02:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:03:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:04:03+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:05:03+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:06:03+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:07:04+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:08:04+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:09:04+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:10:05+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:11:05+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:12:05+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:13:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:14:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:15:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:16:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:17:07+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:18:07+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:19:07+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:20:08+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:21:08+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:22:08+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:23:09+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:24:09+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:25:09+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:26:09+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:27:10+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:28:10+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:29:10+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:30:11+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:31:11+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:32:11+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:33:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:34:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:35:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:36:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:37:13+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:38:13+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:39:13+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:40:14+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:41:14+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:42:14+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:43:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:44:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:45:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:46:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:47:16+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:48:16+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:49:16+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:50:17+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:51:17+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:52:17+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:53:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:54:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:55:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:56:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:57:19+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:58:19+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T01:59:19+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:00:20+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:01:20+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:02:20+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:03:21+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:04:21+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:05:21+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:06:21+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:07:22+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:08:22+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:09:22+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:10:23+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:11:23+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:12:23+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:13:24+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:14:24+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:15:24+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:16:24+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:17:25+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:18:25+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:19:25+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:20:26+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:21:26+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:22:26+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:23:26+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:24:27+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:25:27+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:26:27+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:27:28+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:28:28+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:29:28+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:30:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:31:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:32:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:33:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:34:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:35:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:36:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:37:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:38:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:39:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:40:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:41:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:42:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:43:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:44:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:45:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:46:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:47:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:48:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:49:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:50:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:51:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:52:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:53:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:54:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:55:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:56:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:57:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:58:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T02:59:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:00:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:01:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:02:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:03:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:04:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:05:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:06:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:07:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:08:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:09:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:10:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:11:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:12:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:13:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:14:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:15:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:16:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:17:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:18:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:19:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:20:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:21:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:22:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:23:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:24:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:25:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:26:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:27:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:28:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:29:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:30:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:31:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:32:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:33:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:34:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:35:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:36:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:37:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:38:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:39:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:40:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:41:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:42:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:43:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:44:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:45:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:46:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-14T03:47:51+0800] Observed current MBPP v4.4 training process missing/exited without completion marker. Starting operation 1 anyway.
[2026-04-14T03:47:51+0800] Executing operation 1: stop TP4 qwen, launch 3x single-card qwen on GPUs 0-2, keep GPU3 free, start Stage2-GCR+ MBPP training in CPU-only mode unless TRAIN_GPU is explicitly set.
[2026-04-14T03:47:52+0800] Stopping qwen3-8b-tp4 pid=850163 with SIGTERM
[2026-04-14T03:48:00+0800] Launching qwen3-8b single-card backend b1 on gpu=0 port=8041
[2026-04-14T03:48:00+0800] Started backend b1 pid=1006740 log=/mnt/nvme/projects/R-HAN/logs/stage2_gcr_3x_service_logs_20260413_155817/qwen3_8b_b1_gpu0_port8041.log
[2026-04-14T03:48:01+0800] Launching qwen3-8b single-card backend b2 on gpu=1 port=8042
[2026-04-14T03:48:01+0800] Started backend b2 pid=1006843 log=/mnt/nvme/projects/R-HAN/logs/stage2_gcr_3x_service_logs_20260413_155817/qwen3_8b_b2_gpu1_port8042.log
[2026-04-14T03:48:02+0800] Launching qwen3-8b single-card backend b3 on gpu=2 port=8043
[2026-04-14T03:48:02+0800] Started backend b3 pid=1006927 log=/mnt/nvme/projects/R-HAN/logs/stage2_gcr_3x_service_logs_20260413_155817/qwen3_8b_b3_gpu2_port8043.log
[2026-04-14T03:48:57+0800] Ready: qwen3-8b-b1 (http://127.0.0.1:8041/v1/models)
